,Kezelés,Helyrajzi és albetétszám,Cím,Lépcsőház,Emelet,Ajtó,Besorolási kategória,Negyed,2022szept_állapot,2023nov_állapot,Mőszaki állapot,Terület,Épületen belüli fekvés,Ü/Nü dátum,Tárgyhó KK,Mérőóra fajták,Aljogcím,Meddig,Aktuális hó bérleti / használati díj,Éves bérleti és / vagy használati díj
0,Társasház,34753/A/1,Alföldi u. 10,,Pi.,TR,4,Népszínház negyed,Üres,Üres,Közepes állapotú,54.0,UDP,11/20/2006,12714.0,"áram, gáz",,,0.0,0.0
1,Társasház,34748/A/2,Alföldi u. 3,,Pi.,2.,4,Népszínház negyed,Üres,Üres,Rossz állapotú,55.0,UCP,10/27/2005,11730.0,,,,0.0,0.0
2,Társasház,34747/A/1,Alföldi u. 5,M. lp.,Pi.,1.,4,Népszínház negyed,Üres,Üres,Közepes állapotú,132.0,UCP,11/10/2008,64155.0,víz,,,0.0,0.0
3,Társasház,34747/A/2,Alföldi u. 5,M. lp.,Pi.,2.,4,Népszínház negyed,Üres,Üres,Rossz állapotú,62.0,UCP,1/15/2020,30160.0,"áram, víz",,,0.0,0.0
4,Társasház,38840/1/A/1,Asztalos S. u. 7,,Pi./Fsz.,UZ,4,Százados negyed,Üres,Üres,Rossz állapotú,155.0,UCH+UCP,5/29/2020,38674.0,gáz,,,0.0,0.0
6,Társasház,38841/1/A/14,Asztalos S. u. 8,,Pi.,14.,4,Százados negyed,Üres,Üres,Rossz állapotú,127.0,UDP,12/4/2007,20034.0,,,,0.0,0.0
8,Társasház,35026/A/2,Auróra u. 10,,Pi.,2.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,39.0,UCP,10/18/2005,12996.0,"gáz, víz",,,0.0,0.0
16,Társasház,35028/A/3,Auróra u. 6,,Fsz.,ÜZ/3,3,Csarnok negyed,Kiadott,Üres,Jó állapotú,23.0,UCH,12/5/2016,10925.0,"áram, víz",,,30071.0,365663.0
17,Társasház,35028/A/41,Auróra u. 6,,Pi.,1.,3,Csarnok negyed,Üres,Üres,Közepes állapotú,41.0,UCP,7/20/2007,29151.0,,,,0.0,0.0
19,Társasház,34780/A/1,Auróra u. 7,,Pi.,1.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,50.0,UCP,1/1/2000,16345.0,,,,0.0,0.0
24,Társasház,34830/A/2,Bacsó B. u. 22,,Pi.,UZ/2,3,Csarnok negyed,Üres,Üres,Rossz állapotú,40.0,UCP,10/31/2008,72600.0,"áram, víz",,,0.0,0.0
27,Társasház,36192/1/A/1,Balassa u. 1,,as.,UZ,3,Losonci negyed,Üres,Üres,Rossz állapotú,20.0,UCP,3/31/2021,9500.0,"áram, víz",,,0.0,0.0
30,Társasház,34598/A/1,Baross tér 3,,Pi.,1.,2,Népszínház negyed,Üres,Üres,Rossz állapotú,39.0,UDP,11/26/2008,17512.0,víz,,,0.0,0.0
34,Társasház,35507/A/27,Baross u. 102,,Pi.,27.,1,Magdolna negyed,Üres,Üres,Rossz állapotú,103.0,UDP,1/1/2000,24196.0,,,,0.0,0.0
36,Társasház,35810/A/1,Baross u. 105,,Pi.,RA/1,1,Losonci negyed,Üres,Üres,Rossz állapotú,31.0,UDP,1/1/2000,11220.0,víz,,,0.0,0.0
37,Társasház,35810/A/7,Baross u. 105,,Fsz.,UZ,1,Losonci negyed,Üres,Üres,Rossz állapotú,41.0,UCH+UCP,1/23/2014,10608.0,"áram, víz",,,0.0,0.0
43,Társasház,35503/A/31,Baross u. 110,,Pi.,OV/1,1,Magdolna negyed,Üres,Üres,Rossz állapotú,116.0,UCP,2/25/2015,34800.0,,,,0.0,0.0
47,Társasház,35491/A/39,Baross u. 112,,Pi.,OV/1,1,Magdolna negyed,Üres,Üres,Rossz állapotú,106.0,UDP,2/25/2015,37583.0,víz,,,0.0,0.0
48,Társasház,35488/A/20,Baross u. 118,,Pi.,UDP,1,Magdolna negyed,Üres,Üres,Rossz állapotú,185.0,UDP,1/4/2007,21880.0,,,,0.0,0.0
54,Társasház,35916/A/5,Baross u. 121,,Fsz.,V.,1,Orczy negyed,Üres,Üres,Közepes állapotú,40.0,UCH,10/30/2008,13896.0,"áram, víz",,,0.0,0.0
55,Társasház,35405/A/68,Baross u. 122,,Fsz.,ÜZ/1,1,Magdolna negyed,Üres,Üres,Rossz állapotú,79.0,UCH,4/12/2016,17050.0,"áram, gáz, víz",,,0.0,0.0
56,Társasház,35917/A/15,Baross u. 123,A lp.,Pi.,1.,1,Orczy negyed,Üres,Üres,Rossz állapotú,22.0,UDP,10/25/2013,6570.0,víz,,,0.0,0.0
57,Társasház,35404/A/1,Baross u. 124,,Fsz.,ÜZ/1,1,Magdolna negyed,Kiadott,Üres,Rossz állapotú,72.0,UCH,4/18/2017,28800.0,"áram, gáz, víz",,,0.0,849391.0
58,Társasház,35404/A/2,Baross u. 124,,Fsz.,ÜZ/2,1,Magdolna negyed,Üres,Üres,Rossz állapotú,61.0,UCH,6/8/2011,24400.0,"gáz, víz",,,0.0,0.0
59,Társasház,35404/A/55,Baross u. 124,,Pi.,1.,1,Magdolna negyed,Üres,Üres,Rossz állapotú,123.0,UCP,2/25/2015,49200.0,víz,,,0.0,0.0
60,Társasház,35918/A/1,Baross u. 125,,Fsz.,ÜZ,1,Orczy negyed,Üres,Üres,Rossz állapotú,23.0,UCH,10/27/2011,32092.0,,,,0.0,0.0
62,Társasház,35918/A/4,Baross u. 125,,Fsz.,UZ/3,1,Orczy negyed,Kiadott,Üres,Rossz állapotú,23.0,UCH,7/7/2020,18216.0,víz,,,0.0,748626.0
63,Társasház,35403/A/37,Baross u. 126,,Fsz.,ÜZ/37,1,Magdolna negyed,Kiadott,Üres,Közepes állapotú,18.0,UCH,12/15/2020,8250.0,"áram, gáz, víz",,,0.0,708060.0
64,Társasház,35403/A/38,Baross u. 126,,Fsz.,IR/38,1,Magdolna negyed,Kiadott,Üres,Közepes állapotú,61.0,UCH,12/18/2018,49680.0,"áram, gáz, víz",,,0.0,0.0
68,Társasház,35923/A/2,Baross u. 129,,Pi.,OV,1,Orczy negyed,Üres,Üres,Rossz állapotú,230.0,UDP,2/25/2015,60420.0,víz,,,0.0,0.0
77,Társasház,36758/A/3,Baross u. 21,,Fsz.,UZ/3,1,Palotanegyed,Üres,Üres,Rossz állapotú,557.0,UCH+UCP,1/24/2013,83700.0,"áram, víz",,,0.0,1676400.0
78,Társasház,36492/A/58,Bródy S. u. 36,,Te.,PDL/2,1,Palotanegyed,Üres,Üres,Közepes állapotú,58.0,UDH (emeleti),11/15/2005,23760.0,,,,0.0,0.0
79,Társasház,36739/A/33,Baross u. 28,,Pi.,OV,1,Palotanegyed,Üres,Üres,Rossz állapotú,81.0,UDP,1/1/2000,18630.0,,,,0.0,0.0
81,Társasház,36749/A/37,Baross u. 3,,Pi.,1.,1,Palotanegyed,Üres,Üres,Rossz állapotú,162.0,UDP,4/18/2001,40500.0,,,,0.0,0.0
85,Társasház,36723/A/1,Baross u. 38,,Pi.,RA,1,Palotanegyed,Üres,Üres,Rossz állapotú,97.0,UDP,1/1/2005,42856.0,,,,0.0,0.0
90,Társasház,36776/A/1,Baross u. 43,,Fsz.,UZ/1,1,Palotanegyed,Üres,Üres,Rossz állapotú,139.1,UCH,6/14/2016,87262.0,"áram, gáz, víz",,,0.0,0.0
91,Társasház,36777/A/3,Baross u. 45,,Pi.,3.,1,Palotanegyed,Üres,Üres,Rossz állapotú,118.0,UDP,5/7/2012,29736.0,víz,,,0.0,0.0
92,Társasház,36778/A/1,Baross u. 47,,Pi.,OV,1,Palotanegyed,Üres,Üres,Rossz állapotú,133.0,UDP,11/8/2005,39925.0,,,,0.0,0.0
97,Társasház,35232/A/27,Baross u. 59,,I.,UZ/27,1,Corvin negyed,Üres,Üres,Rossz állapotú,193.0,UDH (emeleti),2/27/2020,73440.0,"áram, gáz, víz",,,0.0,0.0
99,Társasház,35211/A/2,Baross u. 66-68,,Pi.,OV,1,Csarnok negyed,Üres,Üres,Rossz állapotú,72.0,UDP,11/10/2005,20130.0,,,,0.0,0.0
101,Társasház,35240/A/25,Baross u. 70-72,,Pi.,OV/1,1,Csarnok negyed,Üres,Üres,Rossz állapotú,135.0,UDP,1/1/2000,38913.0,,,,0.0,0.0
102,Társasház,35531/A/1,Baross u. 75,,Pi.,OV,1,Corvin negyed,Üres,Üres,Rossz állapotú,46.0,UDP,11/8/2005,8904.0,,,,0.0,0.0
106,Társasház,35251/A/59,Baross u. 78,,Pi.,,1,Csarnok negyed,Üres,Üres,Rossz állapotú,75.0,UDP,2/25/2015,19725.0,áram,,,0.0,0.0
107,Társasház,35533/A/1,Baross u. 79,,Pi.,OV,1,Corvin negyed,Üres,Üres,Rossz állapotú,64.0,UCP,1/1/2000,15360.0,,,,0.0,0.0
111,Társasház,35252/A/8,Baross u. 80,,Fsz.,ÜZ/3,1,Csarnok negyed,Üres,Üres,Közepes állapotú,53.0,UCH,4/24/2019,31185.0,"áram, gáz, víz",,,0.0,0.0
112,Társasház,35252/A/24,Baross u. 80,,Pi.,OV,1,Csarnok negyed,Üres,Üres,Rossz állapotú,97.0,UDP,11/8/2005,56943.0,,,,0.0,0.0
115,Társasház,35724/A/73,Baross u. 83,,Pi.,OV,1,Losonci negyed,Üres,Üres,Rossz állapotú,103.0,UDP,1/1/2000,32960.0,víz,,,0.0,0.0
116,Társasház,35254/A/1,Baross u. 84,,Pi.,RA/1,1,Csarnok negyed,Üres,Üres,Rossz állapotú,161.0,UDP,11/7/2017,37050.0,víz,,,0.0,0.0
119,Társasház,35527/2/A/69,Baross u. 86,,Pi.,OV/1,1,Csarnok negyed,Üres,Üres,Rossz állapotú,108.0,UCP,9/30/2008,24516.0,,,,0.0,0.0
121,Társasház,35527/2/A/75,Baross u. 86,,Fsz.,UZ/7,1,Csarnok negyed,Kiadott,Üres,Jó állapotú,42.0,UCH,7/12/2018,9534.0,"áram, gáz, víz",,,0.0,140846.0
122,Társasház,35726/1/A/1,Baross u. 87,,Pi.,UZ/1,1,Losonci negyed,Üres,Üres,Rossz állapotú,55.7,UDP,9/10/2012,13925.0,,,,0.0,0.0
123,Társasház,35726/1/A/2,Baross u. 87,,Fsz.,UZ/2,1,Losonci negyed,Kiadott,Üres,Közepes állapotú,46.2,UCH,6/11/2015,23423.0,"áram, gáz, víz",,,0.0,309300.0
124,Társasház,35726/5/A/1,Baross u. 87/a,,Pi.,RA/1,1,Losonci negyed,Üres,Üres,Rossz állapotú,88.6,UCP,5/12/2010,18606.0,áram,,,0.0,0.0
125,Társasház,35527/4/A/46,Baross u. 88,,VI.,2.,1,Csarnok negyed,Üres,Üres,Rossz állapotú,30.0,UDH (emeleti),5/29/2014,6400.0,"áram, víz",,,0.0,0.0
127,Társasház,35525/A/33,Baross u. 92,,Pi.,UZ/5,1,Csarnok negyed,Üres,Üres,Rossz állapotú,48.0,UCP,7/26/2007,17280.0,,,,0.0,0.0
129,Társasház,35524/A/36,Baross u. 94,,Pi.,1.,1,Csarnok negyed,Üres,Üres,Rossz állapotú,166.0,UCP,10/6/2017,20020.0,víz,,,0.0,0.0
132,Társasház,35516/A/72,Baross u. 98,,Fsz.,UZ/5,1,Magdolna negyed,Üres,Üres,Rossz állapotú,50.0,UCH,2/26/2021,12500.0,"áram, gáz, víz",,,0.0,0.0
133,Társasház,35097/A/10,Bauer S. u. 10,,Fsz.,UZ/4,3,Magdolna negyed,Üres,Üres,Jó állapotú,49.05,UCH,4/30/2021,8929.0,"áram, gáz, víz",,,0.0,0.0
134,Önkormányzati bérház,35127//0,Bauer S. u. 13,,as.,jobb UCP,3,Magdolna negyed,Üres,Üres,Rossz állapotú,76.0,UCP,8/31/1999,0.0,,,,0.0,0.0
135,Önkormányzati bérház,35127//0,Bauer S. u. 13,,Fsz.,bal UCH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,22.0,UCH,2/29/2016,0.0,áram,,,0.0,0.0
136,Önkormányzati bérház,35127//0,Bauer S. u. 13,,Fsz.,UDH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,11.0,UDH (földszinti),5/5/2000,0.0,áram,,,0.0,0.0
137,Önkormányzati bérház,35127//0,Bauer S. u. 13,,Fsz.,jobb UCH,3,Magdolna negyed,Üres,Üres,Rossz állapotú,36.0,UCH,4/22/1998,0.0,áram,,,0.0,0.0
138,Önkormányzati bérház,35127//0,Bauer S. u. 13,,as.,bal UCP,3,Magdolna negyed,Üres,Üres,Rossz állapotú,63.0,UCP,8/31/1999,0.0,,,,0.0,0.0
139,Társasház,35125/A/20,Bauer S. u. 17,,Pi.,1.,3,Magdolna negyed,Üres,Üres,Rossz állapotú,133.0,UCP,9/13/2016,21080.0,"áram, gáz, víz",,,0.0,0.0
143,Társasház,35130/A/1,Bauer S. u. 7,,Pi.,RA/1,3,Magdolna negyed,Üres,Üres,Rossz állapotú,32.0,UDP,7/19/2010,6528.0,,,,0.0,0.0
144,Társasház,35130/A/2,Bauer S. u. 7,,Fsz.,RA/2,3,Magdolna negyed,Üres,Üres,Rossz állapotú,69.0,UCH,7/19/2010,14076.0,"áram, gáz",,,0.0,0.0
145,Társasház,35130/A/3,Bauer S. u. 7,,Fsz.,GA/1,3,Magdolna negyed,Üres,Üres,Rossz állapotú,50.0,UDH (földszinti),9/1/2009,24500.0,áram,,,0.0,0.0
146,Társasház,35130/A/4,Bauer S. u. 7,,Fsz.,GA/2,3,Magdolna negyed,Üres,Üres,Rossz állapotú,10.0,UDH (földszinti),4/14/2010,2040.0,,,,0.0,0.0
147,Önkormányzati bérház,35128//0,Bauer S. u. 9-11,,Fsz.,4.,3,Magdolna negyed,Üres,Üres,Rossz állapotú,14.0,UDH (földszinti),4/24/2015,0.0,,,,0.0,0.0
148,Társasház,34829/A/25,Bérkocsis u. 18,,Pi.,UZ/1,3,Csarnok negyed,Üres,Üres,Rossz állapotú,239.0,UCP,10/31/2008,29500.0,"áram, gáz, víz",,,0.0,0.0
153,Társasház,34873/A/1,Bérkocsis u. 21,,Pi.,1.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,170.0,UCP,1/18/2017,44772.0,"áram, víz",,,0.0,0.0
156,Társasház,34874/A/1,Bérkocsis u. 23,,Fsz.,UZ/1,3,Csarnok negyed,Kiadott,Üres,Jó állapotú,23.0,UCH,3/28/2014,7371.0,"áram, víz",,,0.0,848985.0
157,Társasház,34874/A/4,Bérkocsis u. 23,,Fsz./Pi.,UZ/4,3,Csarnok negyed,Kiadott,Üres,Rossz állapotú,128.0,UCH+UCP,7/24/2020,29986.0,víz,,,0.0,0.0
162,Társasház,34955/A/6,Bérkocsis u. 29,,as.,6.,3,Csarnok negyed,Üres,Üres,Rossz állapotú,27.0,UCH,3/27/2020,6260.0,"áram, víz",,,0.0,0.0
169,Társasház,34606/A/8,Berzsenyi u. 8,,Fsz.,IR/2,4,Népszínház negyed,Üres,Üres,Rossz állapotú,36.0,-,2/9/2010,19734.0,,,,0.0,0.0
170,Társasház,34651/A/1,Bezerédj u. 10,,Pi.,UCP 1,4,Népszínház negyed,Üres,Üres,Rossz állapotú,86.0,UCP,1/20/2017,23220.0,"áram, gáz, víz",,,0.0,0.0
171,Társasház,34651/A/2,Bezerédj u. 10,,Pi.,UCP 2,4,Népszínház negyed,Üres,Üres,Rossz állapotú,100.0,UCP,1/31/2014,26880.0,víz,,,0.0,0.0
172,Társasház,34651/A/9,Bezerédj u. 10,,Fsz.,GA/1,4,Népszínház negyed,Üres,Üres,Rossz állapotú,45.0,UDH (földszinti),6/22/2022,12180.0,áram,,,0.0,0.0
174,Társasház,34670/A/3,Bezerédj u. 11,,Pi.,3.,4,Népszínház negyed,Üres,Üres,Rossz állapotú,41.0,UDP,1/1/2000,12100.0,víz,,,0.0,0.0
176,Társasház,34666/A/32,Bezerédj u. 3,,Fsz.,ÜZ/1,4,Népszínház negyed,Kiadott,Üres,Jó állapotú,67.0,UCH,12/2/2014,24336.0,víz,,,0.0,0.0
177,Társasház,34667/A/1,Bezerédj u. 5,,Pi.,1.,4,Népszínház negyed,Kiadott,Üres,Jó állapotú,88.0,UCP,11/27/2014,34750.0,"áram, víz",,,0.0,0.0
178,Önkormányzati bérház,34653//0,Bezerédj u. 6,,Pi.,bal UCP,4,Népszínház negyed,Üres,Üres,Rossz állapotú,71.0,UCP,11/29/2004,0.0,,,,0.0,0.0
179,Önkormányzati bérház,34653//0,Bezerédj u. 6,,Pi.,jobb UCP,4,Népszínház negyed,Üres,Üres,Rossz állapotú,235.0,UCP,10/4/2005,0.0,,,,0.0,0.0
180,Önkormányzati bérház,34653//0,Bezerédj u. 6,,Pi.,UDP,4,Népszínház negyed,Üres,Üres,Rossz állapotú,100.0,UDP,10/4/2005,0.0,,,,0.0,0.0
182,Társasház,34669/A/37,Bezerédj u. 9,,Pi.,1.,4,Népszínház negyed,Üres,Üres,Közepes állapotú,210.0,UCP,3/26/2021,25700.0,víz,,,0.0,0.0
190,Társasház,38798/2/A/1,Bíró L. u. 6,,Pi.,IR,3,Tisztviselőtelep,Üres,Üres,Rossz állapotú,69.0,UDP,1/3/2017,11172.0,"áram, víz",,,0.0,0.0
191,Társasház,36235/2/A/1,Bókay J. u. 50,,as.,UZ,3,Corvin negyed,Üres,Üres,Közepes állapotú,44.0,UCP,1/1/2000,22620.0,,,,0.0,0.0
192,Társasház,36212/A/20,Bókay J. u. 52,,Pi.,MU,3,Corvin negyed,Üres,Üres,Rossz állapotú,63.0,UCP,1/24/2013,10885.0,"áram, víz",,,0.0,0.0
194,Társasház,36524/A/1,Bródy S. u. 22,,Pi.,OV/1,1,Palotanegyed,Üres,Üres,Rossz állapotú,91.0,UDP,1/1/2000,20240.0,,,,0.0,0.0
195,Társasház,36524/A/2,Bródy S. u. 22,,Pi.,OV/2,1,Palotanegyed,Üres,Üres,Rossz állapotú,95.0,UDP,1/1/2000,21080.0,,,,0.0,0.0
196,Társasház,36629/A/1,Bródy S. u. 23/a,,Pi.,1.,1,Palotanegyed,Üres,Üres,Rossz állapotú,109.61,UCP,7/11/2017,27000.0,áram,,,0.0,0.0
197,Társasház,36630/A/1,Bródy S. u. 23/b,,Pi.,MU,1,Palotanegyed,Üres,Üres,Rossz állapotú,68.0,UDP,1/1/2000,29707.0,víz,,,0.0,0.0
200,Társasház,36496/A/1,Bródy S. u. 32,,Pi.,1.,1,Palotanegyed,Üres,Üres,Rossz állapotú,32.0,UCP,7/27/2017,8960.0,víz,,,0.0,0.0
201,Társasház,36496/A/2,Bródy S. u. 32,,Pi.,2.,1,Palotanegyed,Üres,Üres,Rossz állapotú,215.0,UCP,10/26/2010,60200.0,"áram, víz",,,0.0,0.0
204,Társasház,36496/A/43,Bródy S. u. 32,,Pi.,OV,1,Palotanegyed,Üres,Üres,Rossz állapotú,116.0,UDP,11/8/2005,32480.0,víz,,,0.0,0.0
211,Társasház,36673/A/21,Rökk Sz. u. 19,,Fsz.,IR,2,Palotanegyed,Kiadott,Üres,Közepes állapotú,64.0,UDH (földszinti),10/15/2012,46763.0,"áram, gáz, víz",,,0.0,92364.0
212,Társasház,36491/A/41,Bródy S. u. 38,,Pi.,UZ/41,1,Palotanegyed,Üres,Üres,Rossz állapotú,24.3,UCP,1/28/2020,7290.0,"áram, víz",,,0.0,0.0
213,Társasház,36491/A/42,Bródy S. u. 38,,Pi.,RA/42,1,Palotanegyed,Kiadott,Üres,Rossz állapotú,64.5,UCP,12/20/2021,19350.0,"áram, víz",,,0.0,0.0
214,Társasház,36541/A/1,Szentkirályi u. 5,,Pi.,UZ/1,3,Palotanegyed,Üres,Üres,Közepes állapotú,64.0,UCP,6/3/2013,23232.0,áram,,,0.0,0.0
217,Társasház,36592/A/29,Bródy S. u. 9,,Pi.,2.,1,Palotanegyed,Üres,Üres,Rossz állapotú,251.0,UCP,9/1/2020,46438.0,"áram, víz",,,0.0,0.0
219,Társasház,36395/A/1,Corvin köz 4,,Pi.,MU,1,Corvin negyed,Üres,Üres,Rossz állapotú,139.0,UCP,12/31/2014,30580.0,"áram, gáz, víz",,,0.0,0.0
221,Társasház,36785/3/A/1,Csepreghy u. 3,,Pi.,RA/1,3,Palotanegyed,Üres,Üres,Rossz állapotú,146.0,UCP,1/1/2000,33580.0,víz,,,0.0,0.0
223,Társasház,35912/A/27,Csobánc u. 4,,Pi.,1.,4,Orczy negyed,Üres,Üres,Rossz állapotú,54.0,UCP,4/16/2012,19080.0,áram,,,0.0,0.0
224,Társasház,35912/A/28,Csobánc u. 4,,Pi.,2.,4,Orczy negyed,Üres,Üres,Rossz állapotú,38.0,UCP,5/2/2011,13392.0,"áram, víz",,,0.0,0.0
225,Társasház,35913/A/26,Csobánc u. 6,,Pi.,2.,4,Orczy negyed,Üres,Üres,Rossz állapotú,50.0,UCP,9/30/2008,13580.0,"áram, gáz, víz",,,0.0,0.0
226,Társasház,35914/A/1,Csobánc u. 8,,Pi.,RA/1,4,Orczy negyed,Üres,Üres,Közepes állapotú,25.24,UCP,12/30/2021,8260.0,"áram, víz",,,0.0,0.0
227,Társasház,35914/A/2,Csobánc u. 8,,Pi.,RA/2,4,Orczy negyed,Üres,Üres,Rossz állapotú,87.19,UCP,1/6/2020,28615.0,,,,0.0,0.0
228,Társasház,35914/A/3,Csobánc u. 8,,Pi.,RA/3,4,Orczy negyed,Üres,Üres,Rossz állapotú,92.78,UCP,1/1/2000,30444.0,víz,,,0.0,0.0
230,Társasház,34664/A/2,Csokonai u. 12,,Pi.,2.,3,Népszínház negyed,Üres,Üres,Rossz állapotú,35.0,UCP,10/31/2011,20415.0,víz,,,0.0,0.0
233,Önkormányzati bérház,35305/A/2,Dankó u. 17,,as,2.,4,Magdolna negyed,Üres,Üres,Rossz állapotú,24.0,UDH (földszinti),10/13/2011,0.0,gáz,,,0.0,0.0
234,Önkormányzati bérház,35305/A/1,Dankó u. 17,,as.,1,4,Magdolna negyed,Üres,Üres,Rossz állapotú,26.0,UDH (földszinti),4/14/2011,0.0,,,,0.0,0.0
235,Önkormányzati bérház,35314//0,Dankó u. 20,,Pi.,UCP,4,Magdolna negyed,Üres,Üres,Rossz állapotú,51.0,UCP,4/29/2013,0.0,,,,0.0,0.0
236,Önkormányzati bérház,35314//0,Dankó u. 20,,Fsz.,bal UCH 2,4,Magdolna negyed,Üres,Üres,Közepes állapotú,41.08,UCH,12/31/2011,0.0,áram,,,0.0,0.0
237,Önkormányzati bérház,35314//0,Dankó u. 20,,Fsz.,bal UCH,4,Magdolna negyed,Üres,Üres,Rossz állapotú,49.67,UCH,4/29/2013,0.0,áram,,,0.0,0.0
238,Társasház,35313/A/1,Dankó u. 22,,Pi.,MU,4,Magdolna negyed,Üres,Üres,Rossz állapotú,59.0,UCP,7/23/2013,19824.0,"áram, víz",,,0.0,0.0
239,Önkormányzati bérház,35472//0,Dankó u. 30,,Fsz.,UDH 1,4,Magdolna negyed,Üres,Üres,Közepes állapotú,14.23,UDH (földszinti),10/1/2011,0.0,,,,0.0,0.0
240,Önkormányzati bérház,35472//0,Dankó u. 30,,Fsz.,UDH 2,4,Magdolna negyed,Üres,Üres,Közepes állapotú,8.91,UDH (földszinti),10/1/2011,0.0,,,,0.0,0.0
241,Társasház,35473/A/2,Dankó u. 32,,Fsz.,1A,4,Magdolna negyed,Üres,Üres,Rossz állapotú,51.0,UCH,6/23/2022,20400.0,"áram, gáz, víz",,,0.0,0.0
242,Önkormányzati bérház,35485/A/3,Dankó u. 33,,Fsz.,UCH,4,Magdolna negyed,Üres,Üres,Rossz állapotú,17.0,UCH,5/21/2009,0.0,áram,,,0.0,0.0
243,Önkormányzati bérház,35485/B/2,Dankó u. 33,,Fsz.,UDH 1,4,Magdolna negyed,Üres,Üres,Közepes állapotú,130.0,UDH (földszinti),4/20/2008,0.0,,,,0.0,0.0
244,Önkormányzati bérház,35485/C/1,Dankó u. 33,,Fsz.,UDH 2,4,Magdolna negyed,Üres,Üres,Közepes állapotú,26.0,UDH (földszinti),4/20/2008,0.0,áram,,,0.0,0.0
246,Társasház,35475/A/3,Dankó u. 36,,Fsz.,RA/2,4,Magdolna negyed,Üres,Üres,Rossz állapotú,15.0,UCH,1/5/2012,6843.0,áram,,,0.0,0.0
247,Társasház,35476/A/1,Dankó u. 38,,Pi.,OV,4,Magdolna negyed,Üres,Üres,Rossz állapotú,57.0,UDP,1/1/2000,22815.0,,,,0.0,0.0
249,Önkormányzati bérház,35300//0,Dankó u. 7,,Fsz.,UCH,4,Magdolna negyed,Üres,Üres,Közepes állapotú,42.0,UCH,9/13/2022,0.0,"áram, víz",,,0.0,0.0
250,Társasház,38760/A/6,Delej u. 32,,as.,3.,3,Tisztviselőtelep,Üres,Üres,Rossz állapotú,20.0,UDH (földszinti),12/17/2009,1400.0,,,,0.0,0.0
254,Társasház,38601/2/C/44,Delej u. 51,23. lp.,Pi.,II.,3,Ganz negyed,Üres,Üres,Rossz állapotú,93.0,UDP,8/6/2009,13377.0,víz,,,0.0,0.0
263,Önkormányzati bérház,34953//0,Déri M. u. 11,,as.,UCP 2,2,Csarnok negyed,Üres,Üres,Rossz állapotú,54.0,UCP,1/1/2000,0.0,áram,Bérlő,határozatlan ideig,41114.0,493368.0
264,Önkormányzati bérház,34953//0,Déri M. u. 11,,as.,UCP 1,2,Csarnok negyed,Üres,Üres,Rossz állapotú,66.0,UCP,6/27/2011,0.0,áram,Bérlő,határozatlan ideig,41114.0,493368.0
265,Önkormányzati bérház,34953//0,Déri M. u. 11,,as.,UDP,2,Csarnok negyed,Üres,Üres,Rossz állapotú,30.0,UDP,4/20/2009,0.0,áram,Bérlő,határozatlan ideig,41114.0,493368.0
266,Társasház,34980/A/1,Déri M. u. 15,,Pi.,RA/1,2,Csarnok negyed,Üres,Üres,Rossz állapotú,229.0,UCP,1/1/2000,41220.0,"gáz, víz",,,0.0,0.0
271,Társasház,34952/A/1,Déri M. u. 9,,Pi.,ÜZ/1,2,Csarnok negyed,Üres,Üres,Rossz állapotú,63.0,UCP,5/28/2001,15903.0,,,,0.0,0.0
277,Társasház,36068/A/1,Diószegi S. u. 13,,Pi.,ÜZ/1,4,Orczy negyed,Üres,Üres,Közepes állapotú,49.0,UCP,4/24/2009,24300.0,áram,,,0.0,0.0
279,Társasház,35977/A/1,Diószegi S. u. 14,,Fsz.,ÜZ/1,4,Orczy negyed,Üres,Üres,Közepes állapotú,113.0,UCH,8/18/2016,40096.0,"áram, áram kártyás, gáz, víz",,,0.0,0.0
280,Társasház,35977/A/2,Diószegi S. u. 14,,Fsz.,ÜZ/2,4,Orczy negyed,Üres,Üres,Rossz állapotú,39.0,UCH,2/25/2019,10664.0,"áram, gáz, víz",,,0.0,0.0
281,Társasház,35977/A/9,Diószegi S. u. 14,,Fsz.,IR/1,4,Orczy negyed,Üres,Üres,Rossz állapotú,41.0,UDH (földszinti),2/29/2000,14448.0,,,,0.0,75859.0
282,Társasház,35977/A/10,Diószegi S. u. 14,,Fsz.,RA/1,4,Orczy negyed,Üres,Üres,Közepes állapotú,69.0,UDH (földszinti),2/29/2000,18748.0,,,,0.0,105012.0
284,Önkormányzati bérház,35979//0,Diószegi S. u. 18,,Fsz.,UCH,4,Orczy negyed,Üres,Üres,Rossz állapotú,99.0,UCH+UDH,8/8/2013,0.0,,,,0.0,0.0
285,Önkormányzati bérház,35979//0,Diószegi S. u. 18,,Fsz.,UDH,4,Orczy negyed,Üres,Üres,Rossz állapotú,91.0,UCH+UDH,8/8/2013,0.0,,,,0.0,0.0
286,Önkormányzati bérház,35979//0,Diószegi S. u. 18,,Pi.,,4,Orczy negyed,Üres,Üres,Rossz állapotú,48.0,UCH+UDP,8/8/2013,0.0,,,,0.0,0.0
